index,GID_LON,GID_LAT,T2000_01,T2001_01,T2002_01,T2003_01,T2004_01,T2005_01,T2006_01,T2007_01,T2008_01,T2009_01,T2010_01,T2011_01,T2012_01,T2013_01,T2014_01
28287,78.75,2.356020942408378,27.886536,27.78125,28.203491,28.115112,28.19513,28.242676,28.299194,28.110962,28.228455,28.287506,28.376068,28.298737,28.323303,28.364563,28.36084
28288,80.0,2.356020942408378,27.899536,27.769897,28.201172,28.10852,28.187164,28.22464,28.28711,28.092834,28.227417,28.278076,28.37326,28.301697,28.328308,28.362091,28.349731
28289,81.25,2.356020942408378,27.90982,27.76587,28.20398,28.106934,28.179749,28.215393,28.280884,28.075989,28.225006,28.270874,28.372803,28.306274,28.336914,28.360138,28.342072
28290,82.5,2.356020942408378,27.91809,27.776306,28.213898,28.116486,28.182983,28.215515,28.289429,28.072327,28.222534,28.268951,28.376373,28.312805,28.35736,28.369324,28.342865
28291,83.75,2.356020942408378,27.931335,27.791138,28.227173,28.134766,28.196716,28.223877,28.306183,28.081055,28.223877,28.272827,28.383972,28.3302,28.380615,28.39154,28.34726
28292,85.0,2.356020942408378,27.949402,27.80841,28.24295,28.15213,28.218872,28.238647,28.325714,28.095886,28.226288,28.28189,28.39389,28.357605,28.397125,28.41861,28.350647
28293,86.25,2.356020942408378,27.966858,27.828735,28.263855,28.16864,28.247162,28.261627,28.347443,28.116821,28.226562,28.294617,28.411652,28.389221,28.412567,28.443115,28.35263
28294,87.5,2.356020942408378,27.98172,27.848022,28.290771,28.19455,28.276001,28.290436,28.369873,28.142456,28.23059,28.310944,28.435303,28.42212,28.429749,28.46643,28.354523
28295,88.75,2.356020942408378,28.001831,27.8703,28.322174,28.230865,28.30542,28.322815,28.393555,28.171204,28.235107,28.331635,28.463013,28.450623,28.44693,28.492004,28.35907
28296,90.0,2.356020942408378,28.035522,27.89087,28.356018,28.270294,28.330841,28.364136,28.41394,28.196503,28.23938,28.364868,28.497742,28.483887,28.475616,28.518372,28.367401
28297,91.25,2.356020942408378,28.075867,27.90445,28.378326,28.306702,28.35254,28.404358,28.424469,28.21466,28.251282,28.391174,28.523773,28.523071,28.503906,28.544373,28.391266
28298,92.5,2.356020942408378,28.120972,27.918457,28.39392,28.351257,28.374023,28.436096,28.429321,28.232086,28.261475,28.405273,28.544098,28.562317,28.535583,28.559937,28.41034
28299,93.75,2.356020942408378,28.174316,27.95111,28.408813,28.396118,28.401917,28.458038,28.42337,28.260803,28.26593,28.411865,28.568024,28.597809,28.568726,28.568176,28.42517
28300,95.0,2.356020942408378,28.181396,27.935791,28.356323,28.389465,28.366333,28.412415,28.350159,28.23938,28.206177,28.349518,28.536255,28.568512,28.545929,28.52185,28.373108
